x1,x2,ambiguity_type
2.577354709418838,-10.942685370741483,vote tie
2.6180360721442906,-10.942685370741483,vote tie
2.6587174348697413,-10.942685370741483,vote tie
2.699398797595192,-10.942685370741483,vote tie
2.129859719438878,-10.899799599198396,vote tie
2.1705410821643305,-10.899799599198396,vote tie
2.2112224448897813,-10.899799599198396,vote tie
2.251903807615232,-10.899799599198396,vote tie
2.2925851703406828,-10.899799599198396,vote tie
2.3332665330661335,-10.899799599198396,vote tie
2.3739478957915843,-10.899799599198396,vote tie
2.414629258517035,-10.899799599198396,vote tie
2.455310621242486,-10.899799599198396,vote tie
2.4959919839679365,-10.899799599198396,vote tie
2.5366733466933873,-10.899799599198396,vote tie
2.577354709418838,-10.899799599198396,vote tie
2.6180360721442906,-10.899799599198396,vote tie
2.6587174348697413,-10.899799599198396,vote tie
2.699398797595192,-10.899799599198396,vote tie
2.089178356713427,-10.85691382765531,vote tie
2.129859719438878,-10.85691382765531,vote tie
2.1705410821643305,-10.85691382765531,vote tie
2.2112224448897813,-10.85691382765531,vote tie
2.251903807615232,-10.85691382765531,vote tie
2.2925851703406828,-10.85691382765531,vote tie
2.3332665330661335,-10.85691382765531,vote tie
2.3739478957915843,-10.85691382765531,vote tie
2.414629258517035,-10.85691382765531,vote tie
2.455310621242486,-10.85691382765531,vote tie
2.4959919839679365,-10.85691382765531,vote tie
2.5366733466933873,-10.85691382765531,vote tie
2.577354709418838,-10.85691382765531,vote tie
2.6180360721442906,-10.85691382765531,vote tie
2.6587174348697413,-10.85691382765531,vote tie
2.0484969939879765,-10.814028056112225,vote tie
2.089178356713427,-10.814028056112225,vote tie
2.129859719438878,-10.814028056112225,vote tie
2.1705410821643305,-10.814028056112225,vote tie
2.2112224448897813,-10.814028056112225,vote tie
2.251903807615232,-10.814028056112225,vote tie
2.2925851703406828,-10.814028056112225,vote tie
2.3332665330661335,-10.814028056112225,vote tie
2.3739478957915843,-10.814028056112225,vote tie
2.414629258517035,-10.814028056112225,vote tie
2.455310621242486,-10.814028056112225,vote tie
2.4959919839679365,-10.814028056112225,vote tie
2.5366733466933873,-10.814028056112225,vote tie
